frame,timestamp_ms,angle_l_elbow,angle_r_elbow,angle_l_shoulder,angle_r_shoulder,angle_l_knee,angle_r_knee,angle_l_hip,angle_r_hip,torso_tilt_deg,head_tilt_deg,center_of_mass_x,center_of_mass_y,shoulder_level_diff,hip_level_diff,symmetry_elbow_diff,symmetry_shoulder_diff,symmetry_knee_diff,symmetry_hip_diff,symmetry_mean_diff,foot_separation,foot_height_diff,left_wrist_speed,left_wrist_accel,left_wrist_jerk,right_wrist_speed,right_wrist_accel,right_wrist_jerk,left_ankle_speed,left_ankle_accel,left_ankle_jerk,right_ankle_speed,right_ankle_accel,right_ankle_jerk,left_shoulder_speed,left_shoulder_accel,left_shoulder_jerk,right_shoulder_speed,right_shoulder_accel,right_shoulder_jerk,hand_left_thumb_curl_angle,hand_left_thumb_extended,hand_left_thumb_tip_to_wrist,hand_left_index_curl_angle,hand_left_index_extended,hand_left_index_tip_to_wrist,hand_left_middle_curl_angle,hand_left_middle_extended,hand_left_middle_tip_to_wrist,hand_left_ring_curl_angle,hand_left_ring_extended,hand_left_ring_tip_to_wrist,hand_left_pinky_curl_angle,hand_left_pinky_extended,hand_left_pinky_tip_to_wrist,hand_left_thumb_to_index_tip,hand_left_thumb_to_middle_tip,hand_left_thumb_to_ring_tip,hand_left_thumb_to_pinky_tip,hand_left_index_middle_spread,hand_left_middle_ring_spread,hand_left_ring_pinky_spread,hand_left_orientation_deg,hand_right_thumb_curl_angle,hand_right_thumb_extended,hand_right_thumb_tip_to_wrist,hand_right_index_curl_angle,hand_right_index_extended,hand_right_index_tip_to_wrist,hand_right_middle_curl_angle,hand_right_middle_extended,hand_right_middle_tip_to_wrist,hand_right_ring_curl_angle,hand_right_ring_extended,hand_right_ring_tip_to_wrist,hand_right_pinky_curl_angle,hand_right_pinky_extended,hand_right_pinky_tip_to_wrist,hand_right_thumb_to_index_tip,hand_right_thumb_to_middle_tip,hand_right_thumb_to_ring_tip,hand_right_thumb_to_pinky_tip,hand_right_index_middle_spread,hand_right_middle_ring_spread,hand_right_ring_pinky_spread,hand_right_orientation_deg
0,0,99.7192566830103,136.7995932111798,30.647896152506746,160.1922577871784,,179.66674496465038,,177.44529727879842,1.0641133527061266,3.570713832687964,0.506457,0.44367449999999997,0.018434000000000006,0.0017200000000000548,37.0803365281695,129.54436163467165,,,83.31234908142056,,,0.13922085260170852,0.6341167895778359,9.607830145117624,0.02233546947468687,0.1316214065348395,1.9942637353758033,,,,0.0727621668259397,0.23220244511310706,3.5182188653501143,0.008010610810502248,0.03506441045320468,0.5312789462611164,0.0361504957318728,0.1273045318722764,1.9288565435199867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,76.6527434636259,135.62664672696167,2.48966217138959,159.77762779803672,,179.29784950298261,,177.41440548941404,1.073754564430513,3.550161243475116,0.50652075,0.44349275,0.020015000000000005,0.0016399999999999748,58.97390326333577,157.28796562664712,,,108.13093444499145,,,0.11919741522846049,0.9511751843667176,9.709654632388236,0.018896122700910723,0.19743210980224102,1.9836897707286143,,,,0.06511019030219461,0.34830366766966087,3.635963644137557,0.00715713043176466,0.05259661567982152,0.5328912004289157,0.03212057501582868,0.19095679780843597,1.9765540607561098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,66,73.08379724698052,135.71819097813915,5.53695174494371,159.63938583700295,,179.20471978142794,,177.40157122651954,1.066888839300829,3.867400513220739,0.5065395,0.44292525000000005,0.021154000000000006,0.0011870000000000491,62.634393731158625,154.10243409205924,,,108.36841391160894,0.030930508191751357,0.0022440000000000238,0.08053898435540557,1.2749262174024354,10.708897246482085,0.013661634381399152,0.26252957964966495,1.6914042490329988,0.016982023942797922,0.17372905061290794,2.669022017229378,0.04981611037783941,0.47217535254686427,4.262726564750886,0.005776453418657296,0.07022576323102797,0.30900041706211767,0.024235722368879584,0.25774813023471266,1.7023485132042313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,99,67.33374681883163,135.5745520916809,2.8842762672913933,159.5240686039929,,179.13557303052266,,177.40991080415452,1.0848663278627655,3.8279890282153013,0.506624,0.44308975,0.021123000000000003,0.0009700000000000264,68.24080527284929,156.6397923367015,,,112.4402988047754,0.030899559171612807,0.0024659999999999682,0.046914412043393826,1.6578224770012608,5.985488546922817,0.012735511652253607,0.307494436930216,1.7636094402598306,0.02252467570349259,0.30907393068510386,2.43274283074653,0.034034096385413555,0.628990654047606,2.239913578386032,0.005044296640615936,0.07165973971479105,0.3354297821683569,0.016606607559263326,0.3028211004508338,0.792323514454021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,133,69.14545514816538,135.25062345462408,2.706553496117234,159.34204469686264,,179.44405804062623,,177.42215758984472,1.0825607839052835,4.077199448486936,0.506636,0.44303875,0.02159099999999997,0.0005779999999999674,66.1051683064587,156.6354912007454,,,111.37032975360205,0.03143440869493181,0.0028929999999999234,0.05544280739775025,1.6759532668475554,16.447832736561498,0.018641054681866543,0.3806611509599797,1.5621197573873602,0.037689615394144185,0.3351368080632639,7.838115930940367,0.009281207323424143,0.618603366090783,7.428010617452286,0.0060366737399119045,0.08536824809860159,0.6122661639510004,0.008960313531609585,0.3107505365924143,2.383109098776072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,166,65.61979965775157,134.30269544055216,2.9791701391394936,158.79136306668536,179.71126234701288,179.3541604042988,176.2618710708793,177.28147407031418,1.0109506358104694,3.7970240963231587,0.50717475,0.44346624999999995,0.021841,0.0013279999999999959,68.68289578280059,155.81219292754588,0.35710194271408113,1.0196029994348805,56.46794841312386,0.03062672880018369,0.007840999999999987,0.09072553082919711,0.5653002677137344,28.77813209860958,0.031022484637679044,0.22835149148399803,7.540239682647705,0.04497606719412998,0.2211594994829934,13.425931245448002,0.009646639340001468,0.1354622925339635,10.970321677848093,0.008076582203663963,0.06803438629520421,1.4678849489936416,0.01158312499609599,0.14928145823542585,4.71342277299475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,199,65.35963879782581,133.05813619422125,4.311854292993451,157.72013870543222,179.66337526956266,179.25529902190817,176.2846738368952,177.4376180790204,1.070194049540627,4.273388982708663,0.50740025,0.44376000000000004,0.022031000000000023,0.001354999999999995,67.69849739639544,153.40828441243877,0.4080762476544919,1.1529442421252156,55.666950574653484,0.030568477129225776,0.007384999999999975,0.08370680669866405,0.27711020161318983,16.23034275138965,0.03288992530288535,0.12358105776701997,7.640697779075429,0.024034491322847726,0.5512698202058101,3.476016932795896,0.003960770265371551,0.15073900141325344,1.860066087905178,0.007054961627360021,0.05758152244142203,0.752287296201718,0.012919723466553396,0.003833681867050354,2.758351026646781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,233,84.15340689677939,132.66822176928335,5.512313336117764,157.26922630387764,179.31994832074096,179.0988240167131,176.2869530919473,177.6283006497282,1.163401423742796,3.9991639699249086,0.50757825,0.44425950000000003,0.021612999999999993,0.0006010000000000737,48.51481487250396,151.7569129677599,0.2211243040278532,1.3413475577808924,50.45854992551815,0.029940685930686363,0.008843000000000045,0.07296779604009031,0.6306303317449957,8.9222459693464,0.025855899448613367,0.2891950223522435,2.3708828935365873,0.008457732633179012,0.45398828587573736,5.936768579897066,0.002633798994765366,0.15352613711274843,4.26379637630649,0.006916699400582254,0.01797238634119025,1.2941629121609897,0.011775540580106339,0.056378030797856485,1.4841221761479524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,266,92.72181210038173,132.61107726829792,7.69585021610116,157.0333902916083,179.97912159621782,179.09430057971892,176.59244518341882,177.59056508032063,1.0467494928793364,4.137536775703064,0.5078975,0.445335,0.022013999999999978,0.00010799999999999699,39.88926516791619,149.33754007550715,0.8848210164989041,0.9981198969018124,47.777436539206015,0.03223515459866759,0.008746000000000032,0.04533578520482908,0.8677546709563239,6.651450615236641,0.019140874194078315,0.26686754026713455,2.7338005405469428,0.013398617666058155,0.23507475150088808,10.949269410474692,0.008123866111379581,0.14599356440203362,5.2694260630559135,0.00790474198732096,0.029137126265254002,1.0545880255554732,0.009324858225013392,0.09649264747695657,0.6249572526553612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,299,92.52902152583876,132.06091304435367,7.622517756898337,156.81502872099213,179.98318406466663,179.32604653293944,176.46827741708225,177.57584498431336,1.1137303359612767,4.10132720505103,0.50784825,0.44483275,0.022421999999999997,0.0003130000000000077,39.53189151851491,149.1925109640938,0.6571375317271873,1.107567567231115,47.62227689539175,0.03154434321712846,0.0061350000000000016,0.01821655748197188,0.8922608596581496,4.59455804853035,0.015698702386286217,0.10888520302492542,4.113910844862619,0.013331073725712404,0.27076612866065564,8.278233905708873,0.010586659830438631,0.23379160431117396,2.892095105868223,0.007323280980946657,0.052930017608264046,0.6283996974872463,0.005407563037394919,0.08131553202709475,1.6896408877843339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,333,92.95795743713411,131.67156341763138,7.9778621554693885,157.0917079843608,179.82256099045594,179.40873746809496,176.60100699397745,177.19141618917052,0.9841802343396847,4.214832500819249,0.5080837500000001,0.44484999999999997,0.022143999999999997,0.00037999999999993594,38.71360598049726,149.1138458288914,0.4138235223609854,0.5904091951930752,47.20792113173568,0.031551854240282035,0.005554999999999977,0.01581279207167915,0.7323762536772582,10.580286577110147,0.016806265766336814,0.019957883528788353,1.295653930926803,0.011832159344271106,0.32120369333389737,2.496834028242651,0.0155846587852387,0.2016892737939579,2.6337371184163185,0.007305521520402141,0.05473233643645527,0.6267466245034069,0.003971209477332624,0.017096340980697632,2.3999621331217096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,366,51.33443800069256,131.30591497545055,0.6060135548067419,157.07136486576985,179.78846554932875,178.87820795847614,176.4523382426408,177.43893185031072,1.0453480239083714,3.5632131328014207,0.50840875,0.44537675000000004,0.022809999999999997,0.0009589999999999321,79.97147697475799,156.46535131096311,0.9102575908526092,0.9865936076699313,59.58341987106091,0.0317687219289666,0.008253000000000066,0.03180901963462233,0.35883424503971967,17.7715925049111,0.01700678251113175,0.06098473175504099,2.378523285333473,0.014622905788846983,0.13109874644037756,9.78242195216726,0.018630893670330776,0.13956023085870622,3.3395233273785876,0.00635484141352446,0.056189001437532714,0.7897393168233492,0.006532056726056658,0.07966998555054543,0.6569200120234084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,399,72.22066075731907,131.50284166752843,3.2794627068708113,157.09786889533538,179.75859394938715,179.28029852547718,176.64314881437733,177.45331260382125,0.98182291991243,3.6587383906194773,0.50869575,0.44530325000000004,0.02242700000000003,0.0009419999999999984,59.28218091020936,153.81840618846456,0.4782954239099695,0.8101637894439193,53.59726157800696,0.03194266133245637,0.0071069999999999744,0.032772802464227695,0.599632064499108,17.349877708785154,0.013474370271676691,0.13729522760784416,0.9627432906371399,0.020202054215828665,0.36252105015719616,10.267219986277244,0.01956784248448263,0.0692469607542925,3.623422614117598,0.005599354219393656,0.04516770619753049,0.8297015270161991,0.009188443390710281,0.05081612700121216,2.0730845360250196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,433,89.32725173466942,130.92101769932577,5.9519391922587,156.88641469790488,179.32365668629936,179.53057537990415,176.73737175653534,177.46970829850721,0.9773182504363598,3.621573346934995,0.50886425,0.44540224999999994,0.022490999999999983,0.0007160000000000499,41.593765964656356,150.9344755056462,0.20691869360479132,0.7323365419718755,48.3668741764698,0.028133773369386477,0.009009999999999962,0.030496055265126488,0.9748570414573522,10.614476475833897,0.009107382741041538,0.10246530216460213,1.919874530180103,0.02514113413296946,0.579910348840915,7.412208030280684,0.016022411347396126,0.13160852117743785,2.991995722903727,0.003956086395079887,0.06293806525749503,0.25678344896874017,0.009255106265313928,0.08030136932896109,1.5534122629439129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,466,98.01078099519901,130.65079777485738,7.614230250199927,156.55522330274374,179.7763471749971,179.48794392657365,176.75519353051612,177.60133623851578,0.9834926800895996,3.6109888436478985,0.5090945,0.445639,0.022118000000000027,0.00033199999999999896,32.64001677965837,148.9409930525438,0.28840324842346376,0.8461427079996611,45.678888947156324,0.03145919199534528,0.008018999999999998,0.04552714420743198,0.6196302541371849,17.62836495124916,0.00662000954003883,0.02712791096203922,2.028530356829264,0.029870288900310057,0.2793580256802282,14.720868680214396,0.010755802309343369,0.1852445116221737,2.632971513178428,0.0023962987345486323,0.028864049147089454,1.5022123244773982,0.008385040284883172,0.08351062575068628,0.9759223774599451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,499,99.76110216445304,130.338978319456,9.28709828337312,156.22468334294385,179.55229002961565,179.57033416857564,176.9236898876276,177.65596666885799,0.9991258855180353,3.4788653679883015,0.5093037499999999,0.44560774999999997,0.02247100000000002,0.00045200000000000795,30.57787615500297,146.93758505957072,0.01804413895999346,0.7322767812303823,44.56644553369102,0.030765705712692503,0.00740200000000002,0.03545794790272873,0.3807045044559223,6.1789042281325885,0.00748436816100564,0.038484594903529484,1.8904541588654191,0.01781119248572845,0.40012835164011773,10.021768378668419,0.008178469313134342,0.20147050415426532,3.4847329796760964,0.002802076430413527,0.03621445424304534,0.9791539327496859,0.007233807572356787,0.059087887254376734,1.1012423445893649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,533,81.942857810678,130.39818332240398,6.250780606191924,156.39982195349825,179.62093618463587,179.44081619977715,176.65423136194087,177.55098497232424,0.9281559139507529,3.490498628591201,0.50946825,0.44549500000000003,0.022660000000000013,0.0002420000000000755,48.455325511725974,150.1490413473063,0.18011998485872027,0.8967536103833709,49.92031011356859,0.03338857590553988,0.006548999999999916,0.03154238146247673,0.20798429560761736,5.647115885086182,0.008621292340229746,0.13379050176437257,2.1809279746796113,0.0082102710350982,0.5394309583100833,1.912041217967235,0.011588550159946306,0.08867649509582134,5.9355335246177585,0.004048196635876997,0.03676532464852075,0.28609246834081464,0.006384253171036183,0.02887855270718572,1.5193300371377751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,566,103.43770756881177,130.237301156872,7.685209716673396,156.3292319328059,179.8331668248966,179.46205080335176,176.73893553500596,177.38538268480588,0.7852352881539719,3.5270926620866074,0.5097635,0.4455885,0.022953,0.00019500000000005624,26.799593588060233,148.6440222161325,0.3711160215448501,0.6464471497999114,44.11529474388438,0.03307931778317077,0.005927000000000016,0.04516911147426458,0.13994505195794818,8.686735023095169,0.01233913518104221,0.1758370865325443,0.19121628025169238,0.019285200791536325,0.5244027111591334,5.934873275738628,0.014063071739414321,0.21504204570191757,1.8243345445557566,0.004474774551059372,0.02550579217805366,0.3022820342858909,0.005583970371587649,0.05413684199820469,1.6980533344652013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,599,102.83665405075475,129.80889097573584,9.784848429683677,156.2401396899498,179.06676627482562,179.0785394905175,176.7795532204534,177.66473130499085,0.847083160298227,3.480396247076285,0.509936,0.44558975,0.022969000000000017,0.00029800000000002047,26.97223692498109,146.45529126026614,0.011773215691874839,0.8851780845374435,43.58111987136914,0.029581696029808667,0.007095999999999991,0.03999463890668614,0.4118288965976629,12.839976370915071,0.016793205588726875,0.12277728272677044,2.4191150614468713,0.033033024934167626,0.1477411873497011,11.304630888420357,0.017470260158970418,0.06943737212718051,4.3986208030833955,0.005040437882234852,0.021935353611341506,0.4042116575476988,0.00516489111200664,0.10159356561379482,0.5442671258455015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,633,106.8208493796082,129.6524923612063,10.914662094227678,156.2787260535238,179.06689820589577,178.61584935768911,176.82970651463359,177.79624810493914,0.7836380320698036,3.703901652174517,0.5101955,0.44557199999999997,0.022865999999999997,0.000152000000000041,22.831642981598094,145.36406395929612,0.4510488482066535,0.9665415903055532,42.403324344851605,0.029187795428911787,0.00781900000000002,0.018316011030707253,0.730567515543787,2.2103793457359693,0.019689273689377895,0.014371073668915674,3.723590448015608,0.02904317322065757,0.23366508131738134,9.705911609074631,0.013662547483210186,0.11229560653885533,1.5502013692500378,0.005337595867700714,0.0026499852850758354,0.5942841547258464,0.006958707991770797,0.08929850329257,1.1836394597719049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,666,109.8978963478467,129.4112351019597,10.522979546657934,156.21658127287975,178.94606616313033,178.5152069142489,176.85657843256848,177.82245924257694,0.777251862906902,3.9446680372095266,0.51035875,0.44585549999999996,0.022907999999999984,0.0007380000000000164,19.513338754113008,145.69360172622183,0.4308592488814327,0.965880810008457,41.65092013480618,0.028655108340398916,0.009297,0.009262248108432182,0.31078648133383757,10.213785688770336,0.01773471747801536,0.1280106958462836,2.75402103010458,0.01890695520272003,0.5061853975611319,3.3044726569541956,0.010291343378970004,0.12961753307697937,0.4243414488683266,0.005078982354228141,0.018591821613235675,0.4706598489363402,0.008297896429089572,0.03431415824994769,1.8059704176838394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,699,104.07076615725994,129.33334347732728,9.953272469488212,156.11608315313745,179.2443036830756,179.06583919732543,176.82091665281385,177.75969347343758,0.8071597722223909,3.7990539419860214,0.51059975,0.44629625,0.02285699999999996,0.0005580000000000584,25.262577320067336,146.16281068364924,0.17846448575016893,0.9387768206237297,43.13565732752262,0.028006480339378543,0.00784600000000002,0.002515283421299964,0.20820414761823045,7.198662703927358,0.011419735298295958,0.16779186505805793,0.3932798110714228,0.012823067894012358,0.4495457653027233,5.49190096063354,0.009245717539513846,0.0865734677604368,2.2908311661577354,0.005028433097860089,0.03369902628565684,0.4525536352899027,0.007336745080307247,0.04219388177980359,0.8137149169195105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,733,105.77238628918735,129.46547185188822,17.078485598036195,156.13205772238442,179.07069825992085,178.66770765265628,176.91243260410323,177.68049896181847,0.7548536892562075,4.160495376211318,0.5108295,0.4463005,0.022697999999999996,0.0006380000000000274,23.693085562700873,139.05357212434822,0.40299060726457014,0.7680663577152416,40.979428663007226,0.02984309791224763,0.008596999999999966,0.018083706219917933,0.7664746200895438,1.6940453613087718,0.0065176074525397296,0.1505939720600475,1.267652744683706,0.01635510511654925,0.14572884699850483,6.869665166078411,0.00595392108930047,0.08823785430335085,1.7243927693875871,0.006202027004429164,0.03460484724201228,1.117905633779271,0.0056252712348303265,0.04575723133385299,0.12464373954149742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
