frame,timestamp_ms,pose_detected,l_shoulder_x,l_shoulder_y,l_shoulder_vis,r_shoulder_x,r_shoulder_y,r_shoulder_vis,l_hip_x,l_hip_y,l_hip_vis,r_hip_x,r_hip_y,r_hip_vis,nose_x,nose_y,nose_vis,both_shoulders_visible,shoulder_angle_deg
0,0,True,0.6454911231994629,0.5361648797988892,0.9997219443321228,0.46163904666900635,0.5410712957382202,0.9997977614402771,0.606544554233551,0.704816460609436,0.9983826875686646,0.48805034160614014,0.7057105898857117,0.997908353805542,0.5453240871429443,0.4800068438053131,0.9998101592063904,True,178.47132420751748
1,33,True,0.643206775188446,0.5362119078636169,0.999739944934845,0.45725956559181213,0.5410997271537781,0.9997977018356323,0.6034485101699829,0.708112359046936,0.9983958601951599,0.48428916931152344,0.710558295249939,0.9979106783866882,0.5419993996620178,0.47973230481147766,0.9998228549957275,True,178.49426650428487
2,66,True,0.639987587928772,0.536227285861969,0.9997541904449463,0.45344436168670654,0.5406219363212585,0.9997905492782593,0.5956344604492188,0.7104709148406982,0.9983956217765808,0.47625115513801575,0.7112207412719727,0.9978406429290771,0.5377210974693298,0.47964048385620117,0.9998226165771484,True,178.65045564709175
3,99,True,0.6357152462005615,0.536307692527771,0.9997612833976746,0.44893157482147217,0.5400671362876892,0.9997724294662476,0.5915810465812683,0.7111589312553406,0.9982485771179199,0.4730302095413208,0.7111238241195679,0.9975631833076477,0.5358648896217346,0.47915929555892944,0.999812126159668,True,178.8469485606245
4,133,True,0.6314153075218201,0.5362558364868164,0.9997677803039551,0.4466650187969208,0.5381234288215637,0.9997661113739014,0.5849310755729675,0.7102881669998169,0.998035192489624,0.4689483344554901,0.708854079246521,0.9972590804100037,0.532743513584137,0.47894707322120667,0.9998186826705933,True,179.42083168170865
5,166,True,0.6270115971565247,0.5362565517425537,0.9997729063034058,0.44190239906311035,0.5379734635353088,0.9997572302818298,0.5841296315193176,0.7105732560157776,0.9979076385498047,0.46669089794158936,0.7091500759124756,0.9970808029174805,0.527888298034668,0.47841694951057434,0.9998297095298767,True,179.4685894608737
6,199,True,0.6251238584518433,0.5361508727073669,0.9997748136520386,0.44163015484809875,0.5375075936317444,0.9997367858886719,0.5818184614181519,0.7104818820953369,0.9978103041648865,0.46413809061050415,0.7089764475822449,0.9968691468238831,0.5257824063301086,0.4783441424369812,0.9998294711112976,True,179.57637256800666
7,232,True,0.6243693828582764,0.5361039042472839,0.9997583627700806,0.43890443444252014,0.5363655090332031,0.9997085332870483,0.5801582336425781,0.7094046473503113,0.9975895285606384,0.4630891680717468,0.7080405950546265,0.9966520071029663,0.5249361395835876,0.47780707478523254,0.9998230934143066,True,179.91918235590614
8,266,True,0.6247179508209229,0.5360566973686218,0.9997631311416626,0.43951019644737244,0.5359375476837158,0.999707818031311,0.579660177230835,0.7085500359535217,0.9975301027297974,0.46342912316322327,0.7056376338005066,0.996635913848877,0.5254347920417786,0.4777745008468628,0.9998345971107483,True,-179.96313991735005
9,299,True,0.6251500248908997,0.5360227823257446,0.9997603297233582,0.4400186240673065,0.5355562567710876,0.9996989965438843,0.5803461074829102,0.7079357504844666,0.9974063634872437,0.4638504683971405,0.705295979976654,0.9965212345123291,0.5257429480552673,0.4776594340801239,0.9998392462730408,True,-179.85561666676992
