frame,timestamp_ms,mp_pose_detected,mp_mean_visibility,mn_pose_detected,mn_mean_score
121,4032,True,0.7978374325867855,True,0.53778076171875
122,4065,True,0.7935777071750525,True,0.5593782663345337
123,4098,True,0.7930328927256844,True,0.5345253348350525
124,4132,True,0.7930204498045372,True,0.5688297152519226
125,4165,True,0.7945041232036821,True,0.5650919079780579
126,4198,True,0.7947311875495043,True,0.4898855984210968
127,4231,True,0.7943718961694024,True,0.48472708463668823
128,4265,True,0.7935972769152034,True,0.5244817733764648
129,4298,True,0.7912734033483447,True,0.4806385636329651
130,4331,True,0.7858844227863081,True,0.5165273547172546
131,4365,True,0.7859417060107896,True,0.48625704646110535
132,4398,True,0.7879138200572042,True,0.5587643980979919
133,4431,True,0.7885014961163203,True,0.6731484532356262
134,4465,True,0.7895347254745888,True,0.6110367178916931
135,4498,True,0.7839849090034311,True,0.6316092014312744
136,4531,True,0.7794059921394695,True,0.6319942474365234
137,4565,True,0.7725040862957636,True,0.5757478475570679
138,4598,True,0.7642339097731041,True,0.5512794256210327
139,4631,True,0.7552873605128491,True,0.5932155847549438
140,4665,True,0.7525012014490186,True,0.5896466374397278
141,4698,True,0.7473881353031505,True,0.446636438369751
142,4731,True,0.7427425095529268,True,0.4525066614151001
143,4765,True,0.7364257262511686,True,0.4317070543766022
144,4798,True,0.7394685483340061,True,0.424948126077652
145,4831,True,0.7386033968491987,True,0.43529757857322693
146,4865,True,0.7361515647534168,True,0.4278060495853424
147,4898,True,0.730513360915762,True,0.4122796952724457
148,4931,True,0.7276349749529001,True,0.3647061586380005
149,4965,True,0.7252183822971402,True,0.39781680703163147
150,4998,True,0.7241086756641214,True,0.4163497984409332
151,5031,True,0.7332503777561765,True,0.442103773355484
152,5065,True,0.7407457494374478,True,0.4167497754096985
153,5098,True,0.7385519002423142,True,0.43062737584114075
154,5131,True,0.7375339739250414,True,0.424883097410202
155,5165,True,0.7383658113804731,True,0.4031331539154053
156,5198,True,0.7386839872959888,True,0.40682297945022583
157,5231,True,0.7358316553361488,True,0.40967535972595215
158,5264,True,0.7374383445942041,True,0.4221799671649933
159,5298,True,0.7363713668151335,True,0.4015524983406067
160,5331,True,0.7385897627382567,True,0.40604856610298157
161,5364,True,0.738853245973587,True,0.42914071679115295
162,5398,True,0.7397103887615781,True,0.44970226287841797
163,5431,True,0.7406928096756791,True,0.4269234538078308
164,5464,True,0.7419411363926801,True,0.44682568311691284
165,5498,True,0.7442696726683414,True,0.44922879338264465
166,5531,True,0.7472895284493765,True,0.4220265746116638
167,5564,True,0.7478111982345581,True,0.48228734731674194
168,5598,True,0.7511257899530006,True,0.4968407154083252
169,5631,True,0.752775073503003,True,0.5019861459732056
170,5664,True,0.7551835427681605,True,0.501803457736969
171,5698,True,0.7606317143548619,True,0.5047545433044434
172,5731,True,0.7619241286407817,True,0.4968106746673584
173,5764,True,0.7659906180519046,True,0.5182058215141296
174,5798,True,0.7675065289844166,True,0.4834687411785126
175,5831,True,0.7700225092244871,True,0.4595682621002197
176,5864,True,0.7707644389434294,True,0.47503650188446045
177,5898,True,0.7728258028174891,True,0.5360578298568726
178,5931,True,0.7727586789564653,True,0.5926181674003601
179,5964,True,0.7664826864545996,True,0.5838103294372559
180,5998,True,0.7600784721699628,True,0.5449008345603943
181,6031,True,0.757875690406019,True,0.5238592624664307
182,6064,True,0.7529637506513884,True,0.5301094055175781
183,6098,True,0.7522795674475756,True,0.605258047580719
184,6131,True,0.753693842300863,True,0.6151679754257202
185,6164,True,0.7593784912517576,True,0.5761635303497314
186,6198,True,0.7640143237782248,True,0.5720255374908447
187,6231,True,0.7670676936254357,True,0.5921650528907776
188,6264,True,0.7699067434578231,True,0.6023305058479309
189,6297,True,0.7701349800283258,True,0.6089726686477661
190,6331,True,0.7734638836347696,True,0.5856657028198242
191,6364,True,0.7771279990221515,True,0.6257281303405762
192,6397,True,0.7808948091485284,True,0.7010776400566101
193,6431,True,0.7891721748041384,True,0.7226061820983887
194,6464,True,0.7967373114643674,True,0.7007368803024292
195,6497,True,0.8048185877727739,True,0.7271784543991089
196,6531,True,0.8143711975126555,True,0.6765608191490173
197,6564,True,0.8201138973236084,True,0.6705222129821777
198,6597,True,0.8233558788444056,True,0.595738410949707
199,6631,True,0.8277776566418734,True,0.6232433915138245
200,6664,True,0.8311487418232542,True,0.6549650430679321
201,6697,True,0.8354993245818398,True,0.6322694420814514
202,6731,True,0.8428284327189127,True,0.648353099822998
203,6764,True,0.8493137269309072,True,0.6489161252975464
204,6797,True,0.8569055624080427,True,0.665362536907196
205,6831,True,0.8644326500820391,True,0.556774914264679
206,6864,True,0.8712012036280199,True,0.5862164497375488
207,6897,True,0.8791607446742781,True,0.5255691409111023
208,6931,True,0.8857025856321509,True,0.5445495247840881
209,6964,True,0.8910500560746049,True,0.5474618077278137
210,6997,True,0.8958743467475428,True,0.5375477075576782
211,7031,True,0.900142564014955,True,0.48802733421325684
212,7064,True,0.9041037107958938,True,0.530268669128418
213,7097,True,0.9079886909687158,True,0.5743760466575623
214,7131,True,0.9107579480517994,True,0.590651273727417
215,7164,True,0.9128867559360735,True,0.6200181245803833
216,7197,True,0.9147821222290848,True,0.6272136569023132
217,7231,True,0.9161159351016536,True,0.6255989670753479
218,7264,True,0.9175336198373274,True,0.6182798147201538
219,7297,True,0.9181177679336432,True,0.6725958585739136
220,7330,True,0.9174058112231168,True,0.6397796869277954
221,7364,True,0.9175504942735037,True,0.6436094045639038
222,7397,True,0.9168342117107275,True,0.648665189743042
223,7430,True,0.9175692977327289,True,0.6053442358970642
224,7464,True,0.9192410906155905,True,0.610667884349823
225,7497,True,0.921865395524285,True,0.6714462041854858
226,7530,True,0.9234880606333414,True,0.6402366757392883
227,7564,True,0.9265477178674756,True,0.6640399694442749
228,7597,True,0.9285435766884775,True,0.6271300315856934
229,7630,True,0.9253444102677432,True,0.6353195905685425
230,7664,True,0.9271456707607616,True,0.6424670815467834
231,7697,True,0.927908182144165,True,0.6624647378921509
232,7730,True,0.9290659779852087,True,0.5812554955482483
233,7764,True,0.9305027280793046,True,0.6271465420722961
234,7797,True,0.9330618417624271,True,0.6131775975227356
235,7830,True,0.9362390953483004,True,0.570313036441803
236,7864,True,0.9383351838949955,True,0.5541185736656189
237,7897,True,0.9388910531997681,True,0.5960866212844849
238,7930,True,0.9393755703261404,True,0.5749215483665466
239,7964,True,0.9404968059424198,True,0.5025537610054016
240,7997,True,0.9418256391178478,True,0.4712544083595276
241,8030,True,0.9428161599419334,True,0.5013969540596008
242,8064,True,0.9419388698809075,True,0.5161614418029785
243,8097,True,0.9407960122281854,True,0.6004536747932434
244,8130,True,0.9400577129739703,True,0.6245741844177246
245,8164,True,0.9386597022865758,True,0.6387355327606201
246,8197,True,0.9392246947144017,True,0.6696584820747375
247,8230,True,0.9372914270921187,True,0.6651995182037354
248,8264,True,0.9371651537490614,True,0.585516631603241
249,8297,True,0.9354933644786025,True,0.6157244443893433
250,8330,True,0.9346794630541946,True,0.6091278195381165
251,8363,True,0.9322108247063376,True,0.5927335619926453
252,8397,True,0.9316791819803643,True,0.5876337289810181
253,8430,True,0.9339389150792902,True,0.6259645819664001
254,8463,True,0.9345319018219457,True,0.6294198036193848
255,8497,True,0.9352648890379703,True,0.7085155844688416
256,8530,True,0.9366099590604956,True,0.6547706127166748
257,8563,True,0.9385089720740463,True,0.5850424766540527
258,8597,True,0.9390112622217699,True,0.6450358629226685
259,8630,True,0.9413940075672034,True,0.5887342691421509
260,8663,True,0.9433085087573889,True,0.5788133144378662
261,8697,True,0.9437514597719366,True,0.5575530529022217
262,8730,True,0.94442628549807,True,0.5813278555870056
263,8763,True,0.9450626915151422,True,0.5476281046867371
264,8797,True,0.9454307447780262,True,0.6221713423728943
265,8830,True,0.9461593447309552,True,0.6040980219841003
266,8863,True,0.9474357005321619,True,0.6335113048553467
267,8897,True,0.9473133249716326,True,0.5799151062965393
268,8930,True,0.9487517801198092,True,0.6465423107147217
269,8963,True,0.9501803878581885,True,0.5414156913757324
270,8997,True,0.9504396969621832,True,0.5741452574729919
271,9030,True,0.9490404562516646,True,0.541048526763916
272,9063,True,0.9499112891428398,True,0.48649418354034424
273,9097,True,0.9494544899824894,True,0.5351566076278687
274,9130,True,0.9502488013469812,True,0.4580320417881012
275,9163,True,0.9515416893092069,True,0.49891477823257446
276,9197,True,0.9510323929064202,True,0.4853385388851166
277,9230,True,0.9514773488044739,True,0.47040894627571106
278,9263,True,0.9530116048726168,True,0.49173426628112793
279,9297,True,0.9548021446574818,True,0.4854077696800232
280,9330,True,0.9562182245832501,True,0.49709007143974304
281,9363,True,0.9574440266146804,True,0.5075218677520752
282,9396,True,0.9570291006203854,True,0.48761820793151855
283,9430,True,0.955809291565057,True,0.4972870349884033
284,9463,True,0.9535679076657151,True,0.5205080509185791
285,9496,True,0.9475608666737875,True,0.5794214606285095
286,9530,True,0.943326529228326,True,0.7273634076118469
287,9563,True,0.9404740983789618,True,0.7089514136314392
288,9596,True,0.9380731781323751,True,0.6541774868965149
289,9630,True,0.9379811702352582,True,0.6088082790374756
290,9663,True,0.9370956493146492,True,0.6011066436767578
291,9696,True,0.937483139110334,True,0.7570087909698486
292,9730,True,0.9396800976811033,True,0.7513366341590881
293,9763,True,0.9423241019248962,True,0.7557413578033447
294,9796,True,0.9459444302501101,True,0.621474027633667
295,9830,True,0.9488033309127345,True,0.7274124622344971
296,9863,True,0.950982442407897,True,0.6857786774635315
297,9896,True,0.9522180214072719,True,0.6445635557174683
298,9930,True,0.9533374797214161,True,0.573112428188324
299,9963,True,0.9526460586172162,True,0.6031363010406494
300,9996,True,0.9513038992881775,True,0.562104344367981
301,10030,True,0.9483156583525918,True,0.6518367528915405
302,10063,True,0.946842144836079,True,0.5912691354751587
303,10096,True,0.946584650964448,True,0.6103269457817078
304,10130,True,0.9461262424786886,True,0.6282636523246765
305,10163,True,0.9473233873193915,True,0.6145594716072083
306,10196,True,0.9497581611980092,True,0.6028875112533569
307,10230,True,0.9521148024183331,True,0.628760039806366
308,10263,True,0.9536125208392288,True,0.6621479988098145
309,10296,True,0.9547279422933405,True,0.6662211418151855
310,10330,True,0.9558615666447263,True,0.6211398243904114
311,10363,True,0.9565258531859426,True,0.7335178852081299
312,10396,True,0.9577519803336172,True,0.6595943570137024
313,10429,True,0.9589299108042861,True,0.5598083734512329
314,10463,True,0.9600555354898627,True,0.5395795106887817
315,10496,True,0.9601055708798495,True,0.5419694185256958
316,10529,True,0.959559086597327,True,0.5543180704116821
317,10563,True,0.958225636771231,True,0.5617232322692871
318,10596,True,0.957016175443476,True,0.580037534236908
319,10629,True,0.955949862798055,True,0.5982635021209717
320,10663,True,0.9527728322780493,True,0.6229487657546997
321,10696,True,0.9504514318523984,True,0.6208204030990601
322,10729,True,0.9472082979751356,True,0.5571306347846985
323,10763,True,0.9423471255735918,True,0.5549632906913757
324,10796,True,0.9367529027389757,True,0.5786046981811523
325,10829,True,0.9332021781892488,True,0.633486270904541
326,10863,True,0.9306618191979148,True,0.6111875176429749
327,10896,True,0.9288001204981948,True,0.5583522915840149
328,10929,True,0.9285015084526755,True,0.5632748603820801
329,10963,True,0.9277099163243265,True,0.6015336513519287
330,10996,True,0.9259543184078101,True,0.5716356635093689
331,11029,True,0.9262225700147224,True,0.6673197150230408
332,11063,True,0.927706219030149,True,0.5902692079544067
333,11096,True,0.9301921806552194,True,0.6105530261993408
334,11129,True,0.9322310288747152,True,0.6481333374977112
335,11163,True,0.9350110734954025,True,0.6333017945289612
336,11196,True,0.9373063309626146,True,0.6879339814186096
337,11229,True,0.9386694566770033,True,0.6665248870849609
338,11263,True,0.9398887121316158,True,0.6414348483085632
339,11296,True,0.9413215852144993,True,0.6336196064949036
340,11329,True,0.943528540206678,True,0.6471313238143921
341,11363,True,0.9460308208610072,True,0.6490201354026794
342,11396,True,0.9478451988913796,True,0.6827415823936462
343,11429,True,0.9486374132560961,True,0.6090375781059265
344,11462,True,0.949812731959603,True,0.6125577688217163
345,11496,True,0.950257628253012,True,0.6040406227111816
346,11529,True,0.949921909606818,True,0.5704731345176697
347,11562,True,0.9505972302321232,True,0.5825734734535217
348,11596,True,0.9511599486524408,True,0.555793285369873
349,11629,True,0.9512140064528494,True,0.5437664985656738
350,11662,True,0.9510010589252819,True,0.5279135704040527
351,11696,True,0.9511599522648435,True,0.568193793296814
352,11729,True,0.9501337354833429,True,0.5795003771781921
353,11762,True,0.9507058913057501,True,0.5671113133430481
354,11796,True,0.9505316524794607,True,0.5839188694953918
355,11829,True,0.9509515599770979,True,0.5751984715461731
356,11862,True,0.9508045261556451,True,0.6020596623420715
357,11896,True,0.9510697559876875,True,0.6433610320091248
358,11929,True,0.9509591315731858,True,0.576076328754425
359,11962,True,0.9513914548989498,True,0.6324191093444824
360,11996,True,0.9520197745525476,True,0.6361581087112427
361,12029,True,0.9521917249217178,True,0.6394076347351074
362,12062,True,0.9530637715802048,True,0.6839801669120789
363,12096,True,0.9535948778643752,True,0.6602980494499207
364,12129,True,0.9538651054555719,True,0.6455230116844177
365,12162,True,0.9529361760977543,True,0.6414972543716431
366,12196,True,0.9472020864486694,True,0.6391616463661194
367,12229,True,0.9469698866208395,True,0.6973196864128113
368,12262,True,0.9454433430324901,True,0.6966807246208191
369,12296,True,0.9437933546124082,True,0.7096646428108215
370,12329,True,0.9433997905615604,True,0.7017995715141296
371,12362,True,0.9439788334297411,True,0.7057197690010071
372,12396,True,0.9411340211377,True,0.6922914385795593
373,12429,True,0.9372583176150466,True,0.680571436882019
374,12462,True,0.9338179393248125,True,0.6305745840072632
375,12495,True,0.9324074586232504,True,0.5798296332359314
376,12529,True,0.9268061717351278,True,0.5911294221878052
377,12562,True,0.9234081217736909,True,0.5379222631454468
378,12595,True,0.9203546823877277,True,0.5832370519638062
379,12629,True,0.9119140523852725,True,0.5751001834869385
380,12662,True,0.9084021304592942,True,0.6043241024017334
381,12695,True,0.9067440041989991,True,0.5811406970024109
382,12729,True,0.9054784874121348,True,0.6394432783126831
383,12762,True,0.9033558097752658,True,0.6600320935249329
384,12795,True,0.9044711192448934,True,0.6310224533081055
385,12829,True,0.9065189596378442,True,0.6175332069396973
386,12862,True,0.908283045797637,True,0.5954327583312988
387,12895,True,0.9111374436002789,True,0.5999490022659302
388,12929,True,0.9142228202386335,True,0.6271282434463501
389,12962,True,0.9164618036963723,True,0.6666603088378906
390,12995,True,0.9171928122188105,True,0.6764131784439087
391,13029,True,0.9187908308072523,True,0.650787889957428
392,13062,True,0.9208555393146746,True,0.6265416741371155
393,13095,True,0.923541556705128,True,0.5910670757293701
394,13129,True,0.9270500089182998,True,0.5909294486045837
395,13162,True,0.9305703540643057,True,0.6949752569198608
396,13195,True,0.9342274539398424,True,0.6910976767539978
397,13229,True,0.9372340512998176,True,0.6843082308769226
398,13262,True,0.939197139306502,True,0.6979804039001465
399,13295,True,0.9421681689493584,True,0.7028343677520752
400,13329,True,0.9442698774915753,True,0.7030177116394043
401,13362,True,0.9464967612064246,True,0.6654698848724365
402,13395,True,0.948833015832034,True,0.692794680595398
403,13429,True,0.9498379826545715,True,0.6567225456237793
404,13462,True,0.9507973483114531,True,0.6738978624343872
405,13495,True,0.9490694692640593,True,0.6804584860801697
406,13528,True,0.9468411423943259,True,0.5152768492698669
407,13562,True,0.9449390317454482,True,0.629167914390564
408,13595,True,0.9431722940820636,True,0.5825034976005554
409,13628,True,0.93877645333608,True,0.5724177360534668
410,13662,True,0.9361598058180376,True,0.5808800458908081
411,13695,True,0.9340468446413676,True,0.5944075584411621
412,13728,True,0.9328333085233514,True,0.5851519107818604
413,13762,True,0.9312926259907809,True,0.6565462946891785
414,13795,True,0.9298306252017166,True,0.6250330209732056
415,13828,True,0.9290770924452579,True,0.6289105415344238
416,13862,True,0.9290155027851914,True,0.6725595593452454
417,13895,True,0.9281172336954059,True,0.5935508608818054
418,13928,True,0.928799336606806,True,0.5549049377441406
419,13962,True,0.9320841359369683,True,0.5629960894584656
420,13995,True,0.9349269866943359,True,0.5667781233787537
421,14028,True,0.938257553360679,True,0.6071014404296875
422,14062,True,0.9416682142199893,True,0.5999605059623718
423,14095,True,0.944786832188115,True,0.5431538820266724
424,14128,True,0.9471421025016091,True,0.6136474013328552
425,14162,True,0.9487385370514609,True,0.6535859704017639
426,14195,True,0.9508932557972994,True,0.7086596488952637
427,14228,True,0.9514963699109626,True,0.6639541983604431
428,14262,True,0.9509748581683997,True,0.6931119561195374
429,14295,True,0.9504632462154735,True,0.6858389973640442
430,14328,True,0.9498967492219174,True,0.607562780380249
431,14362,True,0.9467344843980038,True,0.5713604688644409
432,14395,True,0.9440576939871816,True,0.6258334517478943
433,14428,True,0.9413324829303857,True,0.5877432227134705
434,14462,True,0.9403564442287792,True,0.5882958769798279
435,14495,True,0.9405658064466534,True,0.6070051789283752
436,14528,True,0.9410144849257036,True,0.6117363572120667
437,14561,True,0.9393289143388922,True,0.5360638499259949
438,14595,True,0.9405689943920482,True,0.5388494729995728
439,14628,True,0.9428879221280416,True,0.6031242609024048
440,14661,True,0.9456539009556626,True,0.5054473280906677
441,14695,True,0.9487520329879991,True,0.5070061087608337
442,14728,True,0.9510133519317164,True,0.5470379590988159
443,14761,True,0.9535773685484221,True,0.6564532518386841
444,14795,True,0.9558090856581023,True,0.6462394595146179
445,14828,True,0.9574356909954187,True,0.6566846966743469
446,14861,True,0.9587220513459408,True,0.610027551651001
447,14895,True,0.9591999053955078,True,0.6125514507293701
448,14928,True,0.9595722899292455,True,0.6344748735427856
449,14961,True,0.9604142868157589,True,0.594994068145752
450,14995,True,0.9610942258979335,True,0.6869727969169617
451,15028,True,0.9610982790137782,True,0.6670042276382446
452,15061,True,0.9610210530685656,True,0.6578328013420105
453,15095,True,0.9609666141596708,True,0.632888674736023
454,15128,True,0.960444172223409,True,0.634090781211853
455,15161,True,0.9602189226584001,True,0.5787219405174255
456,15195,True,0.9595769643783569,True,0.5933460593223572
457,15228,True,0.9590440031253931,True,0.5601428747177124
458,15261,True,0.9583048296697212,True,0.5643280744552612
459,15295,True,0.9578283374959772,True,0.5903921723365784
460,15328,True,0.9563537854136843,True,0.6232302784919739
461,15361,True,0.9546526489835797,True,0.6526728868484497
462,15395,True,0.9528840780258179,True,0.6275145411491394
463,15428,True,0.9507385925813154,True,0.6233274340629578
464,15461,True,0.9487169348832333,True,0.641741156578064
465,15495,True,0.9483403906677709,True,0.6006258726119995
466,15528,True,0.9486413236820337,True,0.5677311420440674
467,15561,True,0.9475356412656379,True,0.578709065914154
468,15594,True,0.9456541881416783,True,0.5893920063972473
469,15628,True,0.9446759187813961,True,0.6383256912231445
470,15661,True,0.9388398690657183,True,0.5626810789108276
471,15694,True,0.9335854559233694,True,0.6467169523239136
472,15728,True,0.9281678109457998,True,0.6314018368721008
473,15761,True,0.9221328334374861,True,0.4954160749912262
474,15794,True,0.9172466776587747,True,0.4663591980934143
475,15828,True,0.9146867593129476,True,0.5265936851501465
476,15861,True,0.909400224685669,True,0.5541399121284485
477,15894,True,0.9094476573395006,True,0.5699557065963745
478,15928,True,0.9104268424438707,True,0.5972073674201965
479,15961,True,0.9096324028390826,True,0.6309494972229004
480,15994,True,0.9092543937943198,True,0.6143056154251099
481,16028,True,0.9055706334836555,True,0.5914093852043152
482,16061,True,0.9049085875352224,True,0.5266238451004028
483,16094,True,0.9050526916980743,True,0.4828326404094696
484,16128,True,0.905797667575605,True,0.4851168394088745
485,16161,True,0.9037733981103608,True,0.5350930690765381
486,16194,True,0.9026269732099591,True,0.5117735862731934
487,16228,True,0.8986649323593486,True,0.5714597105979919
488,16261,True,0.8953637498797793,True,0.6291492581367493
489,16294,True,0.8917724833343968,True,0.6175658702850342
490,16328,True,0.8910873604543281,True,0.5927888751029968
491,16361,True,0.893852401863445,True,0.6667370200157166
492,16394,True,0.8982041676839193,True,0.5245547890663147
493,16428,True,0.9022458918166884,True,0.5301965475082397
494,16461,True,0.9049243746381818,True,0.5231146216392517
495,16494,True,0.9075733332922964,True,0.5674424171447754
496,16528,True,0.9112276317495288,True,0.5327805876731873
497,16561,True,0.9139087136947748,True,0.592637300491333
498,16594,True,0.9158747358755632,True,0.6073580384254456
499,16627,True,0.9191546431093505,True,0.5792948603630066
500,16661,True,0.9217391899137786,True,0.6283618807792664
501,16694,True,0.9240282105677056,True,0.5809493660926819
502,16727,True,0.925134587468523,True,0.5824468731880188
503,16761,True,0.9265152405608784,True,0.639193594455719
504,16794,True,0.9276004334290823,True,0.6416612267494202
505,16827,True,0.9287864909027562,True,0.6092619895935059
506,16861,True,0.9296355997071122,True,0.6536028981208801
507,16894,True,0.9311859959905798,True,0.6130473613739014
508,16927,True,0.932475459395033,True,0.6037051677703857
509,16961,True,0.9321861023252661,True,0.6022457480430603
510,16994,True,0.9306986792521044,True,0.5632453560829163
511,17027,True,0.929462933179104,True,0.5915120840072632
512,17061,True,0.9268180321563374,True,0.5828693509101868
513,17094,True,0.9244478245576223,True,0.5823843479156494
514,17127,True,0.9241046779083483,True,0.62449711561203
515,17161,True,0.921903801686836,True,0.6229091882705688
516,17194,True,0.9210148255030314,True,0.599154531955719
517,17227,True,0.9200570384661356,True,0.651659369468689
518,17261,True,0.9171015611200621,True,0.705599308013916
519,17294,True,0.9162680560892279,True,0.6757985949516296
