frame,timestamp_ms,pose_detected,l_shoulder_x,l_shoulder_y,l_shoulder_vis,r_shoulder_x,r_shoulder_y,r_shoulder_vis,l_hip_x,l_hip_y,l_hip_vis,r_hip_x,r_hip_y,r_hip_vis,nose_x,nose_y,nose_vis,both_shoulders_visible,shoulder_angle_deg
19,632,True,0.4863291382789612,0.4737335443496704,0.9999825954437256,0.302047461271286,0.48596152663230896,0.9999286532402039,0.45850640535354614,0.6352662444114685,0.9996039271354675,0.3482925593852997,0.6398417353630066,0.9995847940444946,0.3818416893482208,0.4063238799571991,0.9999959468841553,True,176.20371249319666
20,666,True,0.49816957116127014,0.47510090470314026,0.9999831914901733,0.3138227164745331,0.48596134781837463,0.9999309182167053,0.46862372756004333,0.6365692615509033,0.999618411064148,0.35831356048583984,0.640501081943512,0.9995948076248169,0.39811450242996216,0.4071985185146332,0.9999960064888,True,176.62842552952654
21,699,True,0.5085747241973877,0.4764050543308258,0.9999837875366211,0.3272780478000641,0.48551592230796814,0.9999322891235352,0.4777635335922241,0.6366382837295532,0.999622642993927,0.36801591515541077,0.6403473615646362,0.9996011257171631,0.41082271933555603,0.40892553329467773,0.9999960660934448,True,177.1230829133348
22,732,True,0.518159031867981,0.47806528210639954,0.9999848008155823,0.33769503235816956,0.48509877920150757,0.999933123588562,0.4833356440067291,0.637795090675354,0.999636173248291,0.3734017014503479,0.6403428316116333,0.9996111392974854,0.42495420575141907,0.4107537269592285,0.9999961853027344,True,177.76805436664344
23,766,True,0.5264981389045715,0.47887054085731506,0.9999858736991882,0.3490731716156006,0.48256370425224304,0.9999358057975769,0.4903094172477722,0.6372175812721252,0.9996528625488281,0.38122910261154175,0.6385151147842407,0.9996210336685181,0.4312702715396881,0.41129299998283386,0.9999963045120239,True,178.80754030414846
24,799,True,0.5302248597145081,0.4795985817909241,0.9999868273735046,0.3564711809158325,0.4824383556842804,0.9999381899833679,0.4956793785095215,0.6372772455215454,0.9996720552444458,0.3861037790775299,0.6385177373886108,0.9996336698532104,0.4361266493797302,0.4122259318828583,0.9999964833259583,True,179.06365968708917
25,832,True,0.5379113554954529,0.4794500470161438,0.9999872446060181,0.360569566488266,0.4819805324077606,0.9999379515647888,0.49898776412010193,0.639843761920929,0.9996740818023682,0.39037954807281494,0.6396910548210144,0.9996238350868225,0.44240057468414307,0.4124680757522583,0.9999964237213135,True,179.18250348565851
26,865,True,0.5423645377159119,0.4795325696468353,0.9999875426292419,0.36477917432785034,0.48026779294013977,0.9999374747276306,0.504028856754303,0.6408692002296448,0.9996494650840759,0.39443865418434143,0.6410829424858093,0.9995861053466797,0.4425477683544159,0.4132281541824341,0.9999962449073792,True,179.76279041120182
27,899,True,0.5435877442359924,0.4795387089252472,0.9999865889549255,0.36717796325683594,0.47964248061180115,0.999932587146759,0.5066831707954407,0.6393746137619019,0.9995537400245667,0.39732617139816284,0.6395624876022339,0.9994564652442932,0.44805213809013367,0.4136120676994324,0.9999954700469971,True,179.96629620560887
28,932,True,0.5468688011169434,0.4795539975166321,0.9999852180480957,0.36998966336250305,0.47948014736175537,0.9999266862869263,0.5083325505256653,0.6383398771286011,0.9994948506355286,0.39813241362571716,0.63922518491745,0.9993685483932495,0.45008736848831177,0.41433313488960266,0.9999943375587463,True,-179.97607800445732
29,965,True,0.54799884557724,0.4794923663139343,0.999984085559845,0.3686518669128418,0.47951972484588623,0.9999138712882996,0.5089289546012878,0.637395977973938,0.999467134475708,0.3975001275539398,0.6387497782707214,0.9993085265159607,0.45216104388237,0.41538557410240173,0.9999935626983643,True,179.9912598003377
30,999,True,0.5490798950195312,0.4794400632381439,0.9999805688858032,0.3677251636981964,0.47960901260375977,0.9999011754989624,0.5105718970298767,0.6373897790908813,0.9994604587554932,0.3968487083911896,0.6387478113174438,0.9992866516113281,0.4511968195438385,0.41539543867111206,0.9999926090240479,True,179.94662348905752
31,1032,True,0.548518180847168,0.4790709316730499,0.9999706745147705,0.3671192526817322,0.4796307682991028,0.9998711943626404,0.5120911598205566,0.6372421979904175,0.9994168281555176,0.39704379439353943,0.6387406587600708,0.9992227554321289,0.4519229531288147,0.416803240776062,0.999983012676239,True,179.8231732988985
32,1065,True,0.5466926693916321,0.4785456359386444,0.9999684691429138,0.36552420258522034,0.4792853891849518,0.999869167804718,0.5114738941192627,0.6348914504051208,0.999397873878479,0.39640912413597107,0.6378510594367981,0.9991986751556396,0.4522545337677002,0.4182998538017273,0.9999817609786987,True,179.76604922431267
33,1099,True,0.5457491874694824,0.4784766435623169,0.9999619126319885,0.3643742799758911,0.47924861311912537,0.9998482465744019,0.5106948018074036,0.6349109411239624,0.999341607093811,0.39436444640159607,0.6379324793815613,0.9991014003753662,0.45145800709724426,0.4183027446269989,0.999977707862854,True,179.75613864647508
34,1132,True,0.5452536344528198,0.478149950504303,0.9999505877494812,0.36298853158950806,0.47853657603263855,0.999823808670044,0.5101065039634705,0.6359586119651794,0.9993305206298828,0.3914584815502167,0.6393715739250183,0.9991002082824707,0.45055657625198364,0.41821518540382385,0.9999721646308899,True,179.87846286835676
35,1165,True,0.5433286428451538,0.47729745507240295,0.9999459385871887,0.3606705963611603,0.4765316843986511,0.9998080730438232,0.5050552487373352,0.6358951926231384,0.9993013143539429,0.3877773880958557,0.6390411853790283,0.9990444183349609,0.4498627185821533,0.4180823564529419,0.9999667406082153,True,-179.75979612463425
36,1199,True,0.5392076373100281,0.47667187452316284,0.9999439120292664,0.35551539063453674,0.47510984539985657,0.9997909665107727,0.5015994310379028,0.6361912488937378,0.9993249177932739,0.3845326602458954,0.6392332315444946,0.9990698099136353,0.44823530316352844,0.4180106818675995,0.9999627470970154,True,-179.51279642569742
37,1232,True,0.5357567071914673,0.47586241364479065,0.9999405145645142,0.35137858986854553,0.47354668378829956,0.9997745752334595,0.4964336156845093,0.6360397338867188,0.99932461977005,0.3802027404308319,0.6389163732528687,0.9990649223327637,0.447851300239563,0.4175662398338318,0.9999569058418274,True,-179.28042127115714
38,1265,True,0.5310837626457214,0.4756922423839569,0.9999295473098755,0.3466988801956177,0.47236892580986023,0.999752938747406,0.49230653047561646,0.6348755359649658,0.9993164539337158,0.37615668773651123,0.63728266954422,0.9990527629852295,0.44415906071662903,0.4174421429634094,0.9999486207962036,True,-178.96742403037334
39,1298,True,0.5281977653503418,0.4756978750228882,0.9999160170555115,0.3443344235420227,0.4720836877822876,0.9997330904006958,0.48842811584472656,0.634612500667572,0.9993157982826233,0.3729592263698578,0.6368864178657532,0.9990422129631042,0.44297435879707336,0.41665560007095337,0.9999438524246216,True,-178.87388639751134
40,1332,True,0.5279307961463928,0.4755646288394928,0.9999046921730042,0.34288132190704346,0.4717522859573364,0.9996923804283142,0.48679324984550476,0.6349182724952698,0.9993042945861816,0.3714360296726227,0.6369004845619202,0.9990007877349854,0.44079166650772095,0.4162178635597229,0.9999327063560486,True,-178.81977366914296
41,1365,True,0.5276891589164734,0.4755599796772003,0.9998900890350342,0.34190383553504944,0.4718373417854309,0.9996640086174011,0.48533403873443604,0.6351543068885803,0.9992892146110535,0.37072381377220154,0.6369096040725708,0.9989572167396545,0.4407522976398468,0.4156513512134552,0.9999091029167175,True,-178.85210038238097
42,1398,True,0.5274618268013,0.4755658507347107,0.9998875856399536,0.34213224053382874,0.4719434082508087,0.9996685981750488,0.48428311944007874,0.6379531621932983,0.9992820620536804,0.3703513741493225,0.6384003162384033,0.998927652835846,0.4407152235507965,0.41563543677330017,0.9999129772186279,True,-178.88024224882435
43,1432,True,0.5278304219245911,0.4758688509464264,0.999869704246521,0.3439176678657532,0.4720379710197449,0.9996651411056519,0.4843539297580719,0.640120267868042,0.9991773366928101,0.3706665635108948,0.6393505334854126,0.998790442943573,0.4411846995353699,0.4160259962081909,0.9999113082885742,True,-178.80670856051674
44,1465,True,0.5281261205673218,0.476175457239151,0.9998688101768494,0.34676963090896606,0.47274383902549744,0.9996713399887085,0.48353222012519836,0.6399912238121033,0.9991154670715332,0.370882123708725,0.6391595602035522,0.9987202286720276,0.44163957238197327,0.41644176840782166,0.9999080300331116,True,-178.91598155472283
45,1498,True,0.5278588533401489,0.47756263613700867,0.9998742341995239,0.34689974784851074,0.4753546118736267,0.9996872544288635,0.4835982620716095,0.6404682993888855,0.9991216659545898,0.37332162261009216,0.6402862071990967,0.9987389445304871,0.4479440748691559,0.4164960980415344,0.999910831451416,True,-179.3009238572028
46,1532,True,0.5278192758560181,0.4782412350177765,0.9998833537101746,0.3528696298599243,0.47605884075164795,0.999701738357544,0.48489126563072205,0.6408969759941101,0.9990900158882141,0.3802753686904907,0.6405162811279297,0.998679518699646,0.45630621910095215,0.41662389039993286,0.999910295009613,True,-179.28530581123965
47,1565,True,0.5253359079360962,0.4792472720146179,0.9998648166656494,0.3638465702533722,0.47721928358078003,0.9997189044952393,0.48613789677619934,0.6449601054191589,0.9989690780639648,0.38915637135505676,0.6449204087257385,0.9985476136207581,0.4657437205314636,0.41681814193725586,0.9999039173126221,True,-179.28051552969504
48,1598,True,0.5199014544487,0.4830611050128937,0.999823272228241,0.37642166018486023,0.4772009551525116,0.9997292160987854,0.4881743788719177,0.6459832787513733,0.9987509846687317,0.39792904257774353,0.6453173756599426,0.9983996152877808,0.4750308096408844,0.41676777601242065,0.9999034404754639,True,-177.661166564014
49,1631,True,0.5124297142028809,0.48482826352119446,0.9997793436050415,0.3845265507698059,0.47638919949531555,0.9997474551200867,0.49128445982933044,0.6505895853042603,0.9986205101013184,0.4101940095424652,0.6506397724151611,0.9983715415000916,0.4862806499004364,0.4169764220714569,0.9999071359634399,True,-176.22509002901913
50,1665,True,0.5083703994750977,0.4881705045700073,0.9997174739837646,0.39404216408729553,0.4733891189098358,0.9997618198394775,0.4930843114852905,0.6496551632881165,0.9983838200569153,0.41880932450294495,0.6500110626220703,0.9983401298522949,0.4884495437145233,0.41745030879974365,0.9999092817306519,True,-172.63315058673487
51,1698,True,0.5004750490188599,0.48760277032852173,0.9996628761291504,0.4076347351074219,0.46725526452064514,0.9997786283493042,0.4923054873943329,0.6494800448417664,0.9982969164848328,0.4294149875640869,0.6485263109207153,0.9983670711517334,0.49544891715049744,0.41749107837677,0.9999154210090637,True,-167.6381295025127
52,1731,True,0.4885740578174591,0.48419177532196045,0.9994288086891174,0.42059919238090515,0.4653475880622864,0.9997854828834534,0.4802824854850769,0.6502681970596313,0.9978018999099731,0.4392071068286896,0.6495563387870789,0.9981719851493835,0.5041583180427551,0.41743382811546326,0.9999213814735413,True,-164.50540961977103
53,1765,True,0.4812275171279907,0.4767068028450012,0.9988710284233093,0.4329600930213928,0.4625071883201599,0.999774158000946,0.4731375277042389,0.6499810814857483,0.9970083236694336,0.44350185990333557,0.6490051746368408,0.9977502226829529,0.5186748504638672,0.4171319007873535,0.9999203085899353,True,-163.60683980720765
54,1798,True,0.47881942987442017,0.4710865318775177,0.9983316659927368,0.44341418147087097,0.4577672779560089,0.9997569918632507,0.47440049052238464,0.6458491086959839,0.9957050681114197,0.4514964520931244,0.6453996896743774,0.9971466660499573,0.5329368710517883,0.4164600372314453,0.9999098777770996,True,-159.38398455364631
55,1831,True,0.4794921278953552,0.4707683026790619,0.9981845617294312,0.4619576930999756,0.45857056975364685,0.999743640422821,0.47461315989494324,0.6450961828231812,0.9957160353660583,0.45805180072784424,0.6434429287910461,0.997161865234375,0.548126757144928,0.41592371463775635,0.9998597502708435,True,-145.17580758164954
56,1865,True,0.4732883870601654,0.4681582450866699,0.9982703328132629,0.49350059032440186,0.4564247131347656,0.9997557401657104,0.47353607416152954,0.6449986696243286,0.9958463907241821,0.47101253271102905,0.6432228088378906,0.9972228407859802,0.5706599354743958,0.4156844913959503,0.9998195171356201,True,-30.135902857435347
57,1898,True,0.4717699885368347,0.46744298934936523,0.9983722567558289,0.5131030678749084,0.4548633396625519,0.9997621178627014,0.45954692363739014,0.6457768678665161,0.9957225322723389,0.490322470664978,0.6430379748344421,0.9971513152122498,0.5864443778991699,0.4157326817512512,0.9997915625572205,True,-16.92753443482401
58,1931,True,0.47000202536582947,0.4679204225540161,0.9984736442565918,0.530628502368927,0.4555008113384247,0.9997722506523132,0.45650506019592285,0.6459753513336182,0.9956297874450684,0.5033616423606873,0.6435848474502563,0.9972295165061951,0.5919144153594971,0.418363094329834,0.9997862577438354,True,-11.577129829721567
59,1965,True,0.4605223834514618,0.46824154257774353,0.9985463619232178,0.553062379360199,0.455841064453125,0.9997841715812683,0.45167380571365356,0.6451005339622498,0.9953464269638062,0.5190653800964355,0.642940878868103,0.9971992373466492,0.5872756242752075,0.4226628839969635,0.9997445940971375,True,-7.632242252125336
60,1998,True,0.44879230856895447,0.46729299426078796,0.9986079931259155,0.5756580829620361,0.4591964781284332,0.9997937083244324,0.4511106312274933,0.6439478397369385,0.9950745105743408,0.5361894369125366,0.6424379348754883,0.9971298575401306,0.5773352980613708,0.4229200482368469,0.9997238516807556,True,-3.6516383848598766
61,2031,True,0.4454488754272461,0.4626806378364563,0.9986646175384521,0.5939492583274841,0.46741724014282227,0.9997706413269043,0.4522264003753662,0.6426036357879639,0.9952530264854431,0.5487103462219238,0.641839325428009,0.9971393346786499,0.5738474726676941,0.4226618707180023,0.9996740818023682,True,1.8268999614848587
62,2064,True,0.44140389561653137,0.46142661571502686,0.9987198114395142,0.6006829738616943,0.4723362326622009,0.9997457265853882,0.4534403681755066,0.636459469795227,0.9955672025680542,0.5572247505187988,0.6365400552749634,0.9972854852676392,0.5659639835357666,0.42249009013175964,0.9996294975280762,True,3.9182814599951237
63,2098,True,0.44174256920814514,0.4580826461315155,0.9988207817077637,0.6117406487464905,0.4768635034561157,0.9997168779373169,0.4517332911491394,0.6365846395492554,0.9959255456924438,0.5566067099571228,0.638944685459137,0.9974023699760437,0.5176172256469727,0.422536700963974,0.9996232390403748,True,6.3042936052691845
64,2131,True,0.444864958524704,0.4574066698551178,0.9989161491394043,0.6156594157218933,0.47857600450515747,0.9996981620788574,0.45212095975875854,0.637058436870575,0.996252179145813,0.5556100010871887,0.6398112177848816,0.9975172281265259,0.49993568658828735,0.4226457476615906,0.9996289014816284,True,7.065562798081235
65,2164,True,0.4489152431488037,0.45432624220848083,0.9990082383155823,0.6096441149711609,0.47768402099609375,0.9996634721755981,0.45235246419906616,0.6303496956825256,0.9965693950653076,0.5551260709762573,0.6365615725517273,0.9976553916931152,0.47112712264060974,0.4225902557373047,0.9996237754821777,True,8.268573618958607
66,2198,True,0.4542008638381958,0.4549712836742401,0.9990925192832947,0.6047694087028503,0.4795657694339752,0.9996215105056763,0.4526982307434082,0.6278972029685974,0.9968519806861877,0.552460253238678,0.6352218985557556,0.9978014826774597,0.4564683735370636,0.42351263761520386,0.9996243715286255,True,9.276999921454362
67,2231,True,0.504889190196991,0.44625797867774963,0.9991664290428162,0.5689302086830139,0.47366097569465637,0.9995039701461792,0.4704681634902954,0.6238282322883606,0.9970497488975525,0.5402175188064575,0.6338809132575989,0.9978592395782471,0.44749823212623596,0.42119404673576355,0.9995846748352051,True,23.16596502060705
68,2264,True,0.535363495349884,0.4449061453342438,0.9992297291755676,0.5348896980285645,0.4692898988723755,0.9994051456451416,0.496976375579834,0.6213533282279968,0.9973177909851074,0.5146953463554382,0.6299661993980408,0.9980116486549377,0.44720908999443054,0.4138849079608917,0.9996054768562317,True,91.11316623644413
69,2298,True,0.5278154611587524,0.44661056995391846,0.9992784261703491,0.5235518217086792,0.4695599377155304,0.9990040063858032,0.5055241584777832,0.6231819987297058,0.9975084066390991,0.5141032338142395,0.6306740641593933,0.9978663325309753,0.4461357891559601,0.4104129672050476,0.9995765089988708,True,100.52467948071653
70,2331,True,0.5355160236358643,0.44550076127052307,0.9993483424186707,0.5017723441123962,0.46785593032836914,0.9990594983100891,0.5207595229148865,0.6224904656410217,0.9977443814277649,0.5081969499588013,0.6280611753463745,0.9980244040489197,0.4504067599773407,0.4065297245979309,0.9996159672737122,True,146.47554873143537
71,2364,True,0.543775200843811,0.4429849684238434,0.9994099140167236,0.47664201259613037,0.46796780824661255,0.9989277124404907,0.524875819683075,0.6233430504798889,0.9979376196861267,0.4887967109680176,0.6279081702232361,0.9980799555778503,0.45549869537353516,0.40605562925338745,0.9996426701545715,True,159.5878315708731
72,2398,True,0.546898365020752,0.44447365403175354,0.9994659423828125,0.4379165768623352,0.4680447578430176,0.9988999962806702,0.5340620875358582,0.6289044618606567,0.9981216192245483,0.4701051712036133,0.6314407587051392,0.9981898069381714,0.4587886333465576,0.4038662910461426,0.9996759295463562,True,167.79577748785718
73,2431,True,0.5611212849617004,0.44807925820350647,0.999507486820221,0.41271117329597473,0.46796470880508423,0.9989099502563477,0.5405071973800659,0.6333481073379517,0.9982690811157227,0.4564065933227539,0.6354886293411255,0.9982666969299316,0.4603338837623596,0.40430885553359985,0.999687910079956,True,172.3684004635153
74,2464,True,0.5746275782585144,0.45407429337501526,0.9995413422584534,0.4012764096260071,0.46806126832962036,0.9989779591560364,0.5440998077392578,0.6381096243858337,0.9983698725700378,0.4469742178916931,0.6396777033805847,0.9983304738998413,0.4652862250804901,0.4049256443977356,0.9997012615203857,True,175.38703821650205
75,2497,True,0.5836034417152405,0.45897015929222107,0.999580979347229,0.39430323243141174,0.4680771827697754,0.999064028263092,0.5426758527755737,0.6391084790229797,0.9984416961669922,0.4344916343688965,0.6396016478538513,0.9983537197113037,0.4722881615161896,0.40320974588394165,0.9997270107269287,True,177.24568709577574
76,2531,True,0.5861440896987915,0.46548888087272644,0.9996210932731628,0.39095115661621094,0.468109130859375,0.9991477727890015,0.5442069172859192,0.6392999291419983,0.9985626339912415,0.43075037002563477,0.6395127773284912,0.9984441995620728,0.48085153102874756,0.40140068531036377,0.9997526407241821,True,179.23091350546315
77,2564,True,0.5786787271499634,0.46717768907546997,0.999652624130249,0.3865164816379547,0.4681219458580017,0.9992266297340393,0.546176552772522,0.6389526128768921,0.9986615777015686,0.4318685531616211,0.638759195804596,0.9985418319702148,0.4877564609050751,0.40105172991752625,0.9997752904891968,True,179.71845930073025
78,2597,True,0.57319176197052,0.4703274667263031,0.999680757522583,0.38926294445991516,0.4682120084762573,0.9992967247962952,0.5451434254646301,0.6421031951904297,0.9987558722496033,0.43280166387557983,0.6401035189628601,0.9986284971237183,0.49762165546417236,0.4008667767047882,0.9997949600219727,True,-179.34104134997187
79,2631,True,0.5720284581184387,0.4737769663333893,0.9996899962425232,0.39792266488075256,0.4681892395019531,0.9993532299995422,0.5454081296920776,0.6416023969650269,0.9988099336624146,0.4381864666938782,0.6399672627449036,0.9986762404441833,0.5059013366699219,0.40130290389060974,0.999809980392456,True,-178.16178826962508
80,2664,True,0.5602537989616394,0.4778122007846832,0.9997038841247559,0.40315765142440796,0.4642256796360016,0.9994088411331177,0.544977605342865,0.6412338614463806,0.9988747239112854,0.4409359395503998,0.6390127539634705,0.9987341165542603,0.5116078853607178,0.4013407528400421,0.9998248815536499,True,-175.0570517977788
81,2697,True,0.5469595193862915,0.477597713470459,0.9996801614761353,0.4124473035335541,0.45895856618881226,0.9994571208953857,0.543861448764801,0.6399526000022888,0.9988902807235718,0.4426155388355255,0.6355282664299011,0.9987720847129822,0.5165755152702332,0.40255919098854065,0.9998341798782349,True,-172.11085124416462
82,2731,True,0.5459461212158203,0.4766298234462738,0.9996063113212585,0.42954033613204956,0.4581755995750427,0.9994967579841614,0.5404262542724609,0.6391826272010803,0.9987390041351318,0.4449155032634735,0.6348575353622437,0.9987223148345947,0.5240182280540466,0.40262457728385925,0.999836802482605,True,-170.99166517728952
83,2764,True,0.5355069637298584,0.47568267583847046,0.9994183778762817,0.4458259344100952,0.45726555585861206,0.9995191097259521,0.5349671840667725,0.6391238570213318,0.9985376596450806,0.44642511010169983,0.6346842050552368,0.9986419081687927,0.5316545963287354,0.4027562737464905,0.9998411536216736,True,-168.39494337023064
84,2797,True,0.51704341173172,0.4687345623970032,0.9990760684013367,0.4792902171611786,0.4540262222290039,0.9995281100273132,0.5008403658866882,0.639013946056366,0.9977675676345825,0.45327839255332947,0.6353203654289246,0.9981706142425537,0.5465511679649353,0.4024117887020111,0.9998493194580078,True,-158.71451285501902
85,2831,True,0.5116150975227356,0.4647071659564972,0.9988776445388794,0.4989994764328003,0.453703373670578,0.9995298981666565,0.47838491201400757,0.6391000747680664,0.99678635597229,0.45580175518989563,0.6367095112800598,0.997626006603241,0.5639253258705139,0.40244361758232117,0.9998522996902466,True,-138.90390854364662
86,2864,True,0.49411919713020325,0.46453770995140076,0.9988855123519897,0.5224296450614929,0.4544360339641571,0.9995637536048889,0.4600255787372589,0.6393724083900452,0.9964130520820618,0.46694716811180115,0.6390013098716736,0.9975219964981079,0.5792521834373474,0.4025040864944458,0.9998648762702942,True,-19.637312398992435
87,2897,True,0.4781493544578552,0.46464774012565613,0.9989379048347473,0.5391573905944824,0.4542863070964813,0.999595582485199,0.45089191198349,0.6397789716720581,0.9962865710258484,0.4741818606853485,0.639532744884491,0.9974812269210815,0.5927737951278687,0.4024697542190552,0.9998723268508911,True,-9.638978401570698
88,2930,True,0.4643884301185608,0.46651023626327515,0.9989398121833801,0.5553486943244934,0.45454978942871094,0.9996012449264526,0.4441625475883484,0.6394210457801819,0.9955974221229553,0.49400681257247925,0.6392670273780823,0.9970816373825073,0.6019413471221924,0.4058983623981476,0.9998548626899719,True,-7.490898588675871
89,2964,True,0.45519059896469116,0.46649423241615295,0.9988754987716675,0.5702082514762878,0.455244243144989,0.9995928406715393,0.43823063373565674,0.6392837762832642,0.9946464896202087,0.5136377215385437,0.639319121837616,0.9965704679489136,0.6014187335968018,0.4120331406593323,0.9996944069862366,True,-5.586386584089927
